id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
2309,38,self-employed,married,secondary,no,215,yes,no,cellular,14,may,115,2,175,2,failure,no
2310,42,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,71,1,-1,0,unknown,no
2311,27,management,married,tertiary,no,1109,yes,no,cellular,21,jul,833,5,-1,0,unknown,no
2312,49,technician,married,primary,no,1878,yes,no,unknown,14,may,267,1,-1,0,unknown,no
2313,24,technician,single,secondary,no,-540,yes,no,cellular,7,may,190,2,-1,0,unknown,no
2314,36,management,married,tertiary,no,9324,yes,no,cellular,30,mar,138,8,-1,0,unknown,no
2315,50,blue-collar,married,primary,no,565,yes,yes,cellular,28,aug,36,3,-1,0,unknown,no
2316,36,admin.,married,tertiary,no,0,yes,no,cellular,22,jul,62,1,-1,0,unknown,no
2317,43,management,married,tertiary,no,0,no,no,telephone,17,oct,147,1,-1,0,unknown,no
2318,40,admin.,married,secondary,no,3126,yes,no,cellular,30,mar,186,2,90,5,failure,no
2319,37,management,single,secondary,no,1572,no,no,cellular,13,may,499,3,-1,0,unknown,no
2320,36,management,divorced,tertiary,no,8119,no,yes,cellular,8,aug,118,2,-1,0,unknown,no
2321,37,blue-collar,married,secondary,no,0,yes,no,cellular,2,apr,473,1,-1,0,unknown,no
2322,59,management,divorced,tertiary,no,3552,yes,no,cellular,17,nov,690,1,123,7,other,no
2323,43,management,married,tertiary,no,696,no,no,cellular,14,aug,110,8,-1,0,unknown,no
2324,34,management,single,tertiary,no,5452,no,no,cellular,20,apr,96,1,245,5,other,no
2325,35,self-employed,single,tertiary,no,0,yes,yes,cellular,18,may,185,1,-1,0,unknown,no
2326,35,management,divorced,secondary,no,124,yes,no,cellular,16,apr,48,4,146,5,failure,no
2327,56,retired,married,tertiary,no,281,no,no,cellular,3,mar,96,2,-1,0,unknown,yes
2328,55,entrepreneur,married,tertiary,no,12731,yes,no,cellular,16,jul,159,6,-1,0,unknown,no
2329,40,management,single,tertiary,no,-318,yes,yes,cellular,9,apr,133,1,-1,0,unknown,no
2330,59,blue-collar,married,secondary,no,681,yes,no,telephone,14,apr,427,2,-1,0,unknown,no
2331,33,self-employed,single,tertiary,no,658,yes,no,cellular,12,apr,93,1,173,2,success,no
2332,41,technician,single,tertiary,no,145,no,no,cellular,22,jul,1833,2,-1,0,unknown,yes
2333,32,blue-collar,married,secondary,no,112,yes,no,cellular,20,apr,311,1,321,1,other,no
2334,42,blue-collar,married,primary,no,208,yes,no,cellular,20,apr,82,1,-1,0,unknown,no
2335,32,technician,married,tertiary,no,0,yes,no,cellular,2,jun,149,1,-1,0,unknown,no
2336,26,technician,single,secondary,no,668,yes,no,unknown,28,may,576,3,-1,0,unknown,yes
2337,33,admin.,single,secondary,no,0,yes,no,unknown,2,jun,32,2,-1,0,unknown,no
2338,33,technician,single,tertiary,no,3827,no,no,cellular,20,nov,359,1,-1,0,unknown,no
2339,25,services,single,secondary,no,199,no,no,cellular,16,aug,111,2,95,3,other,no
2340,46,blue-collar,married,secondary,no,1733,yes,no,unknown,14,may,546,1,-1,0,unknown,no
2341,30,management,single,tertiary,no,2995,yes,no,cellular,18,nov,329,1,-1,0,unknown,no
2342,28,admin.,married,secondary,no,503,no,yes,cellular,21,jul,553,2,-1,0,unknown,no
2343,60,admin.,divorced,secondary,no,12039,no,no,telephone,12,oct,261,1,187,1,success,yes
2344,48,management,married,tertiary,no,717,no,no,telephone,29,jul,139,2,-1,0,unknown,no
2345,26,management,single,tertiary,no,122,no,yes,cellular,8,jul,160,1,-1,0,unknown,no
2346,47,management,divorced,tertiary,no,94,yes,no,cellular,31,jul,9,19,-1,0,unknown,no
2347,46,technician,single,secondary,no,182,no,no,cellular,19,aug,160,4,-1,0,unknown,no
2348,38,technician,single,tertiary,no,2350,no,no,cellular,30,jul,101,2,-1,0,unknown,no
2349,43,technician,divorced,secondary,no,87,yes,no,unknown,26,may,51,2,-1,0,unknown,no
2350,38,admin.,divorced,secondary,no,3750,yes,no,unknown,20,may,119,1,-1,0,unknown,no
2351,48,services,married,secondary,no,127,no,no,cellular,8,jul,117,1,-1,0,unknown,no
2352,27,technician,single,tertiary,no,28,no,no,cellular,28,jan,174,1,-1,0,unknown,no
2353,38,technician,divorced,tertiary,no,791,yes,no,unknown,26,may,89,2,-1,0,unknown,no
2354,42,blue-collar,married,primary,no,205,yes,no,cellular,17,apr,582,1,-1,0,unknown,no
2355,53,services,married,primary,no,931,no,no,unknown,27,jun,159,2,-1,0,unknown,no
2356,38,admin.,married,secondary,no,1839,no,no,unknown,23,may,63,2,-1,0,unknown,no
2357,32,technician,married,secondary,no,9608,no,no,cellular,8,aug,114,4,-1,0,unknown,no
2358,55,self-employed,divorced,secondary,no,0,no,no,cellular,29,jul,94,2,-1,0,unknown,no
2359,33,services,married,secondary,no,0,yes,no,cellular,14,jul,163,2,-1,0,unknown,no
2360,45,services,married,secondary,no,507,no,yes,cellular,21,nov,304,2,-1,0,unknown,no
2361,40,admin.,single,secondary,no,263,yes,no,unknown,6,may,231,1,-1,0,unknown,no
2362,38,blue-collar,married,primary,no,6091,no,no,unknown,17,jun,189,1,-1,0,unknown,no
2363,32,management,single,tertiary,no,438,no,no,cellular,21,aug,318,5,-1,0,unknown,no
2364,51,self-employed,married,primary,no,307,yes,yes,unknown,17,jun,65,2,-1,0,unknown,no
2365,32,admin.,single,secondary,no,217,yes,no,unknown,5,may,345,1,-1,0,unknown,no
2366,37,blue-collar,single,secondary,no,1672,yes,no,cellular,11,jul,484,1,-1,0,unknown,no
2367,49,blue-collar,married,secondary,no,171,no,no,cellular,4,feb,19,3,175,2,other,no
2368,43,technician,divorced,secondary,no,0,no,no,cellular,19,aug,332,3,-1,0,unknown,no
2369,44,technician,single,secondary,no,1195,yes,no,cellular,19,nov,187,6,188,9,failure,no
2370,38,management,married,tertiary,no,1198,yes,no,cellular,2,feb,63,1,-1,0,unknown,no
2371,31,entrepreneur,married,tertiary,no,0,yes,no,unknown,23,may,275,2,-1,0,unknown,no
2372,18,student,single,primary,no,1944,no,no,telephone,10,aug,122,3,-1,0,unknown,no
2373,32,self-employed,divorced,tertiary,no,3271,no,no,cellular,4,may,949,3,-1,0,unknown,yes
2374,56,self-employed,married,secondary,no,14,no,no,cellular,16,jul,239,1,-1,0,unknown,no
2375,30,technician,married,secondary,no,394,no,no,cellular,22,aug,216,13,-1,0,unknown,no
2376,53,management,divorced,secondary,no,2215,yes,yes,cellular,31,jul,88,14,-1,0,unknown,no
2377,57,blue-collar,married,secondary,no,621,yes,no,cellular,17,apr,778,3,-1,0,unknown,no
2378,26,blue-collar,single,secondary,no,-32,yes,yes,cellular,31,jul,14,6,-1,0,unknown,no
2379,32,management,single,tertiary,no,154,no,yes,cellular,21,aug,301,3,-1,0,unknown,no
2380,49,unknown,married,primary,no,341,yes,yes,unknown,15,may,520,2,-1,0,unknown,yes
2381,49,technician,married,secondary,no,-215,yes,no,unknown,26,may,155,2,-1,0,unknown,no
2382,42,admin.,single,primary,no,629,yes,no,unknown,29,may,164,3,-1,0,unknown,no
2383,40,services,divorced,secondary,no,282,yes,no,cellular,13,may,240,1,300,1,failure,no
2384,43,technician,single,unknown,no,11115,no,no,cellular,23,oct,476,1,74,2,success,yes
2385,39,blue-collar,single,secondary,no,369,no,yes,cellular,20,nov,224,1,-1,0,unknown,no
2386,46,admin.,married,secondary,no,1934,no,yes,unknown,15,may,240,1,-1,0,unknown,no
2387,42,technician,married,tertiary,no,1361,no,no,cellular,13,aug,75,5,-1,0,unknown,no
2388,34,management,single,tertiary,no,886,yes,no,cellular,21,aug,104,2,-1,0,unknown,no
2389,51,blue-collar,divorced,secondary,no,1069,yes,no,unknown,30,may,247,2,-1,0,unknown,no
2390,44,management,married,tertiary,no,2400,yes,no,unknown,15,may,74,1,-1,0,unknown,no
2391,48,management,divorced,tertiary,no,1328,yes,no,unknown,6,may,339,1,-1,0,unknown,no
2392,28,management,single,tertiary,no,6551,no,no,cellular,23,sep,203,1,-1,0,unknown,yes
2393,42,housemaid,single,primary,no,1179,yes,no,cellular,14,may,136,1,337,4,failure,no
2394,35,technician,single,tertiary,no,354,yes,no,cellular,13,aug,274,1,-1,0,unknown,no
2395,33,technician,married,secondary,no,105,yes,yes,unknown,20,may,360,1,-1,0,unknown,no
2396,39,technician,married,tertiary,no,794,no,no,telephone,2,feb,182,1,-1,0,unknown,no
2397,38,services,divorced,secondary,no,61,no,no,unknown,5,jun,636,1,-1,0,unknown,yes
2398,29,services,married,primary,no,321,yes,no,unknown,7,may,196,2,-1,0,unknown,no
2399,32,technician,single,secondary,no,0,yes,yes,unknown,26,may,916,2,-1,0,unknown,no
2400,25,blue-collar,single,secondary,no,224,no,yes,telephone,8,jul,17,4,-1,0,unknown,no
2401,61,management,married,secondary,no,967,no,no,cellular,20,aug,180,1,-1,0,unknown,no
2402,33,blue-collar,married,secondary,no,285,no,yes,unknown,3,jul,267,1,-1,0,unknown,no
2403,32,technician,single,secondary,no,116,yes,no,cellular,20,aug,718,2,-1,0,unknown,yes
2404,37,blue-collar,married,primary,no,89,yes,no,unknown,2,jun,51,4,-1,0,unknown,no
2405,60,admin.,married,secondary,no,39,yes,yes,unknown,5,may,208,1,-1,0,unknown,no
2406,33,blue-collar,married,secondary,no,467,yes,no,unknown,21,may,494,2,-1,0,unknown,no
2407,32,management,married,tertiary,no,4945,no,no,cellular,4,jun,160,1,119,2,other,yes
2408,29,services,single,secondary,no,84,no,yes,unknown,3,jul,587,3,-1,0,unknown,yes
2409,80,retired,married,secondary,no,1610,no,no,cellular,12,aug,71,1,-1,0,unknown,no
2410,39,services,divorced,secondary,no,1957,yes,yes,cellular,20,nov,47,1,-1,0,unknown,no
2411,48,blue-collar,married,secondary,no,1903,no,no,cellular,29,aug,21,6,-1,0,unknown,no
2412,36,management,married,tertiary,no,369,no,no,cellular,8,aug,75,2,-1,0,unknown,no
2413,36,admin.,married,tertiary,no,1145,yes,no,cellular,29,mar,198,2,181,3,failure,no
2414,44,technician,married,secondary,no,339,yes,yes,telephone,6,aug,244,3,-1,0,unknown,no
2415,34,management,single,tertiary,no,0,yes,no,unknown,23,may,346,1,-1,0,unknown,no
2416,46,technician,married,secondary,no,0,no,no,unknown,20,jun,625,1,-1,0,unknown,no
2417,42,blue-collar,married,primary,no,1520,yes,no,cellular,5,feb,115,1,-1,0,unknown,no
2418,31,admin.,single,secondary,no,-449,yes,no,cellular,18,may,197,1,355,2,failure,no
2419,51,unemployed,divorced,secondary,no,-56,yes,no,cellular,19,nov,544,3,-1,0,unknown,no
2420,37,management,married,tertiary,no,5,no,no,cellular,29,aug,36,2,-1,0,unknown,no
2421,39,blue-collar,married,secondary,no,462,yes,no,cellular,13,may,590,1,-1,0,unknown,yes
2422,31,services,single,secondary,no,-32,yes,no,unknown,23,may,157,1,-1,0,unknown,no
2423,36,technician,divorced,secondary,no,1,no,no,cellular,8,aug,1242,3,-1,0,unknown,yes
2424,26,student,single,secondary,no,620,no,no,cellular,17,feb,104,1,-1,0,unknown,yes
2425,34,blue-collar,married,secondary,no,452,yes,no,unknown,15,may,90,3,-1,0,unknown,no
2426,56,unemployed,married,secondary,no,1340,no,yes,telephone,30,jul,197,6,-1,0,unknown,no
2427,31,unemployed,single,secondary,no,0,no,no,cellular,20,nov,324,5,-1,0,unknown,no
2428,32,technician,married,tertiary,no,4654,yes,yes,cellular,20,nov,276,1,128,2,failure,yes
2429,45,technician,married,primary,no,-63,yes,no,cellular,20,apr,847,5,-1,0,unknown,no
2430,51,retired,single,primary,no,604,no,no,unknown,20,jun,43,2,-1,0,unknown,no
2431,30,management,married,tertiary,no,1077,no,no,cellular,15,mar,151,1,96,1,failure,no
2432,31,blue-collar,married,secondary,no,873,yes,no,unknown,23,may,145,4,-1,0,unknown,no
2433,30,technician,single,tertiary,no,1646,no,no,cellular,12,oct,251,3,98,6,other,no
2434,42,admin.,married,secondary,no,176,no,no,cellular,31,jul,201,2,-1,0,unknown,no
2435,37,management,married,tertiary,no,751,yes,no,cellular,2,feb,186,4,-1,0,unknown,no
2436,38,technician,married,secondary,no,1063,yes,no,cellular,21,nov,51,5,113,2,failure,no
2437,32,technician,married,secondary,no,1247,yes,no,unknown,23,may,154,3,-1,0,unknown,no
2438,37,management,married,tertiary,no,975,yes,yes,cellular,21,nov,69,9,-1,0,unknown,no
2439,52,technician,married,secondary,no,0,yes,no,unknown,18,jun,636,12,-1,0,unknown,no
2440,31,blue-collar,single,secondary,yes,-9,yes,yes,unknown,11,jun,115,16,-1,0,unknown,no
2441,39,housemaid,married,primary,no,4899,no,no,unknown,20,jun,394,2,-1,0,unknown,no
2442,33,management,married,secondary,no,4040,yes,no,cellular,20,apr,132,2,-1,0,unknown,no
2443,35,services,single,secondary,no,1239,yes,no,cellular,5,may,60,2,347,1,failure,no
2444,60,management,married,tertiary,no,3387,no,no,cellular,14,aug,636,2,-1,0,unknown,no
2445,33,unemployed,single,secondary,no,682,no,no,cellular,5,feb,251,1,-1,0,unknown,no
2446,33,technician,married,tertiary,no,1126,yes,no,unknown,6,sep,11,1,490,5,other,no
2447,29,services,single,secondary,no,2,yes,no,cellular,6,may,403,4,-1,0,unknown,no
2448,70,retired,married,unknown,no,853,no,no,cellular,15,apr,120,1,-1,0,unknown,no
2449,34,admin.,single,secondary,no,1880,yes,no,unknown,23,may,297,1,-1,0,unknown,no
2450,35,blue-collar,divorced,primary,no,0,no,no,unknown,1,jul,55,1,-1,0,unknown,no
2451,52,unknown,married,primary,no,547,no,no,unknown,6,jun,33,2,-1,0,unknown,no
2452,60,services,married,tertiary,no,4256,yes,no,cellular,16,aug,239,3,761,1,other,yes
2453,58,retired,married,secondary,no,8332,no,no,unknown,17,nov,164,2,96,4,failure,no
2454,36,management,married,unknown,no,0,no,no,unknown,5,jun,131,1,-1,0,unknown,no
2455,33,admin.,single,secondary,no,0,yes,no,cellular,14,jul,166,3,-1,0,unknown,no
2456,43,services,married,primary,no,29,no,no,telephone,7,jul,259,8,-1,0,unknown,no
2457,37,self-employed,married,tertiary,no,0,no,yes,unknown,30,jun,202,1,-1,0,unknown,no
2458,57,retired,married,primary,no,-384,yes,yes,telephone,20,apr,534,1,-1,0,unknown,no
2459,45,management,married,secondary,no,0,yes,yes,cellular,28,jan,625,1,-1,0,unknown,no
2460,34,technician,divorced,tertiary,no,66,no,yes,cellular,19,aug,74,2,-1,0,unknown,no
2461,43,management,married,tertiary,no,1188,no,no,cellular,27,may,140,2,-1,0,unknown,no
2462,42,technician,married,unknown,no,1559,no,no,cellular,11,aug,155,1,103,1,success,no
2463,56,entrepreneur,married,unknown,no,0,no,no,unknown,20,jun,39,8,-1,0,unknown,no
2464,28,management,single,tertiary,no,3285,yes,no,unknown,9,may,98,1,-1,0,unknown,no
2465,23,services,single,secondary,no,496,yes,no,unknown,15,may,430,2,-1,0,unknown,no
2466,52,blue-collar,married,secondary,no,1405,no,yes,cellular,17,jul,753,2,-1,0,unknown,yes
2467,52,unemployed,married,primary,no,3175,no,no,cellular,2,feb,165,1,-1,0,unknown,no
2468,36,blue-collar,married,secondary,no,382,yes,no,cellular,6,apr,254,1,-1,0,unknown,no
2469,27,technician,single,secondary,no,1,yes,no,unknown,2,jun,261,8,-1,0,unknown,no
2470,48,technician,married,tertiary,no,658,yes,no,cellular,17,jul,89,1,-1,0,unknown,no
2471,39,technician,married,secondary,no,484,no,yes,cellular,18,nov,61,1,113,3,other,no
2472,62,housemaid,married,tertiary,no,1528,no,no,cellular,14,apr,496,1,-1,0,unknown,yes
2473,49,entrepreneur,married,tertiary,no,320,yes,yes,unknown,19,may,243,6,-1,0,unknown,no
2474,42,management,married,tertiary,no,9261,yes,no,cellular,6,aug,120,2,-1,0,unknown,no
2475,55,technician,married,secondary,no,264,yes,yes,cellular,31,jul,1150,5,-1,0,unknown,yes
2476,40,management,married,tertiary,no,1468,no,no,cellular,8,aug,63,2,-1,0,unknown,no
2477,41,management,married,primary,no,2592,yes,no,unknown,19,may,500,3,-1,0,unknown,no
2478,29,management,single,tertiary,no,11968,yes,no,cellular,20,apr,241,2,-1,0,unknown,no
2479,50,blue-collar,married,primary,no,14,yes,yes,unknown,26,may,68,1,-1,0,unknown,no
2480,58,admin.,divorced,secondary,no,74,yes,no,telephone,22,jul,514,11,-1,0,unknown,no
2481,29,student,married,tertiary,no,10596,yes,no,cellular,12,apr,143,1,-1,0,unknown,no
2482,27,technician,single,secondary,no,2430,yes,no,unknown,28,may,297,1,-1,0,unknown,no
2483,28,blue-collar,married,primary,no,15,yes,no,unknown,13,may,87,2,-1,0,unknown,no
2484,35,management,married,tertiary,no,495,no,no,cellular,2,feb,282,1,-1,0,unknown,no
2485,23,blue-collar,single,secondary,no,39,yes,no,cellular,18,may,76,1,-1,0,unknown,no
2486,44,services,married,secondary,no,983,no,no,cellular,28,jan,123,1,-1,0,unknown,no
2487,36,management,married,tertiary,no,789,yes,yes,cellular,10,jul,80,1,-1,0,unknown,no
2488,36,services,married,secondary,no,380,yes,no,unknown,20,may,26,1,-1,0,unknown,no
2489,57,admin.,married,secondary,no,1143,no,no,telephone,7,jul,69,3,-1,0,unknown,no
2490,32,technician,single,secondary,no,719,yes,no,unknown,28,may,79,6,-1,0,unknown,no
2491,59,self-employed,married,tertiary,no,185,no,no,cellular,4,feb,283,1,-1,0,unknown,no
2492,59,services,married,secondary,no,204,no,no,cellular,23,jul,286,2,-1,0,unknown,no
2493,51,management,single,unknown,no,-461,yes,no,unknown,28,may,33,2,-1,0,unknown,no
2494,32,blue-collar,divorced,secondary,no,86,no,yes,unknown,19,may,703,1,-1,0,unknown,no
2495,45,admin.,married,secondary,no,1097,yes,yes,cellular,9,jul,180,1,-1,0,unknown,no
2496,36,self-employed,married,secondary,no,0,yes,no,cellular,11,may,198,1,-1,0,unknown,no
2497,43,blue-collar,married,secondary,no,14646,no,no,cellular,23,oct,210,1,-1,0,unknown,yes
2498,50,blue-collar,divorced,secondary,no,204,yes,yes,unknown,14,may,421,1,-1,0,unknown,no
2499,29,technician,single,secondary,no,22008,yes,no,unknown,28,may,139,2,-1,0,unknown,no
2500,34,technician,divorced,secondary,no,7,yes,yes,cellular,21,nov,94,2,199,1,failure,no
2501,32,student,married,tertiary,no,744,yes,no,cellular,14,may,506,2,352,1,other,no
2502,52,technician,married,tertiary,no,0,no,no,cellular,9,nov,467,3,92,7,failure,yes
2503,30,technician,single,secondary,no,3096,yes,no,cellular,11,aug,272,4,-1,0,unknown,no
2504,53,blue-collar,married,secondary,yes,-634,no,no,cellular,19,aug,695,3,-1,0,unknown,no
2505,34,technician,married,secondary,no,-1490,yes,yes,cellular,7,may,219,1,-1,0,unknown,no
2506,38,blue-collar,married,secondary,no,194,yes,no,cellular,17,apr,576,4,340,7,failure,no
2507,36,management,married,tertiary,no,446,yes,no,telephone,16,jul,174,5,-1,0,unknown,no
2508,59,management,married,primary,no,0,yes,no,telephone,7,may,123,3,-1,0,unknown,no
2509,32,technician,single,tertiary,no,13711,yes,no,cellular,14,may,638,1,175,3,success,no
2510,31,services,single,secondary,no,297,no,no,cellular,30,jan,229,1,-1,0,unknown,no
2511,39,technician,single,tertiary,no,1522,yes,no,cellular,28,aug,15,8,-1,0,unknown,no
2512,32,services,single,tertiary,no,785,no,no,cellular,3,jun,273,1,-1,0,unknown,no
2513,52,management,married,tertiary,no,2708,yes,no,cellular,20,nov,231,1,-1,0,unknown,no
2514,34,management,single,tertiary,no,7263,yes,no,telephone,6,apr,86,1,-1,0,unknown,no
2515,51,blue-collar,married,primary,no,21,no,no,unknown,26,may,153,1,-1,0,unknown,no
2516,53,admin.,married,secondary,no,1739,yes,no,unknown,15,may,103,3,-1,0,unknown,no
2517,35,management,married,tertiary,no,244,yes,no,cellular,11,may,155,2,173,1,failure,no
2518,33,management,married,tertiary,no,3090,yes,no,unknown,21,may,162,1,-1,0,unknown,no
2519,49,blue-collar,married,primary,no,23,yes,no,unknown,23,may,247,1,-1,0,unknown,no
2520,41,unemployed,single,secondary,no,315,yes,no,telephone,14,may,28,5,-1,0,unknown,no
2521,36,self-employed,divorced,tertiary,no,1354,yes,no,cellular,14,may,1723,1,356,2,success,yes
2522,31,blue-collar,married,secondary,no,3653,yes,yes,cellular,21,nov,252,1,168,4,failure,no
2523,31,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,143,1,-1,0,unknown,no
2524,27,management,single,tertiary,yes,-308,yes,no,unknown,16,may,213,16,-1,0,unknown,no
2525,45,admin.,married,secondary,no,171,yes,no,unknown,12,may,539,1,-1,0,unknown,no
2526,36,entrepreneur,married,tertiary,no,247,no,no,cellular,17,apr,351,1,-1,0,unknown,no
2527,30,blue-collar,single,secondary,no,1472,yes,no,cellular,20,nov,769,4,-1,0,unknown,no
2528,45,admin.,divorced,tertiary,no,569,yes,no,cellular,14,may,228,1,-1,0,unknown,no
2529,37,management,married,tertiary,no,3841,no,no,cellular,11,jul,69,2,-1,0,unknown,no
2530,38,admin.,single,secondary,no,245,yes,yes,cellular,12,aug,251,2,117,4,failure,no
2531,31,management,single,tertiary,no,949,yes,no,cellular,28,jul,52,7,-1,0,unknown,no
2532,31,management,single,secondary,no,1090,yes,no,cellular,8,may,50,1,303,1,failure,no
2533,31,technician,divorced,secondary,no,431,yes,yes,cellular,18,aug,75,2,-1,0,unknown,no
2534,30,technician,single,secondary,no,1282,no,no,cellular,6,feb,156,2,-1,0,unknown,no
2535,38,blue-collar,single,secondary,no,13156,yes,no,cellular,17,apr,291,4,331,1,failure,no
2536,38,blue-collar,divorced,secondary,no,889,no,yes,unknown,18,jun,362,1,-1,0,unknown,no
2537,54,retired,divorced,tertiary,no,0,no,no,unknown,13,may,618,1,-1,0,unknown,yes
2538,32,admin.,married,tertiary,no,157,no,no,cellular,27,aug,300,4,-1,0,unknown,no
2539,42,technician,married,tertiary,no,725,yes,yes,telephone,3,feb,124,3,252,3,failure,no
2540,34,technician,married,secondary,no,222,yes,no,unknown,12,may,149,6,-1,0,unknown,no
2541,24,services,single,secondary,no,14,yes,no,cellular,7,may,241,1,-1,0,unknown,no
2542,50,blue-collar,married,primary,no,0,no,no,cellular,11,aug,72,5,-1,0,unknown,no
2543,33,blue-collar,single,primary,no,433,yes,no,cellular,15,may,54,4,-1,0,unknown,no
2544,46,unknown,married,unknown,no,677,no,no,unknown,13,nov,722,1,-1,0,unknown,no
2545,45,technician,married,tertiary,no,2699,yes,no,cellular,29,jun,264,4,-1,0,unknown,no
2546,27,blue-collar,married,primary,no,1535,yes,no,cellular,15,may,238,1,-1,0,unknown,no
2547,47,unemployed,single,primary,no,289,no,no,cellular,5,feb,210,1,-1,0,unknown,no
2548,52,management,married,tertiary,no,6873,yes,no,cellular,21,nov,235,2,-1,0,unknown,no
2549,36,blue-collar,married,secondary,no,513,yes,no,unknown,16,may,427,3,-1,0,unknown,no
2550,43,admin.,married,secondary,no,-465,yes,yes,cellular,23,jul,166,1,-1,0,unknown,no
2551,54,technician,divorced,secondary,no,136,no,yes,cellular,10,jul,151,4,-1,0,unknown,no
2552,32,admin.,divorced,secondary,no,-241,no,yes,unknown,27,jun,856,2,-1,0,unknown,yes
2553,30,housemaid,single,tertiary,no,2017,yes,no,cellular,17,apr,108,5,-1,0,unknown,no
2554,33,unemployed,married,secondary,no,66,no,yes,cellular,30,jul,189,8,-1,0,unknown,no
2555,42,management,married,tertiary,no,981,yes,no,cellular,17,nov,276,1,-1,0,unknown,no
2556,51,blue-collar,married,secondary,no,4695,no,no,cellular,29,aug,8,10,-1,0,unknown,no
2557,34,management,married,tertiary,no,0,yes,no,cellular,30,apr,300,1,86,1,success,yes
2558,46,entrepreneur,married,secondary,no,294,yes,no,cellular,17,jul,228,1,-1,0,unknown,no
2559,56,retired,married,primary,no,0,no,no,unknown,11,jun,188,2,-1,0,unknown,no
2560,44,technician,married,secondary,no,-102,no,yes,cellular,28,aug,65,4,-1,0,unknown,no
2561,46,self-employed,married,primary,no,2747,no,no,cellular,21,nov,162,2,-1,0,unknown,no
2562,26,admin.,single,secondary,no,614,no,no,cellular,27,jan,103,1,-1,0,unknown,no
2563,24,self-employed,single,tertiary,no,2376,no,no,cellular,11,aug,123,1,106,1,success,no
2564,30,services,married,secondary,no,249,yes,no,cellular,17,apr,294,1,275,2,failure,no
2565,63,retired,married,tertiary,no,4692,yes,no,cellular,13,jul,88,1,181,2,failure,no
2566,34,technician,married,tertiary,no,16992,yes,no,cellular,29,jan,71,1,245,1,failure,no
2567,42,technician,divorced,tertiary,no,765,no,no,cellular,27,aug,78,8,-1,0,unknown,no
2568,41,admin.,divorced,tertiary,no,-298,yes,no,cellular,5,may,397,1,-1,0,unknown,no
2569,30,self-employed,single,tertiary,no,0,yes,no,cellular,5,may,57,1,301,1,failure,no
2570,55,blue-collar,married,secondary,no,1268,yes,no,unknown,7,may,223,2,-1,0,unknown,no
2571,31,technician,divorced,secondary,no,24,no,yes,cellular,27,aug,352,2,-1,0,unknown,no
2572,43,technician,divorced,unknown,no,4389,no,no,cellular,8,apr,618,1,-1,0,unknown,yes
2573,30,services,married,tertiary,no,81,no,no,cellular,22,apr,145,1,-1,0,unknown,yes
2574,24,student,single,secondary,no,867,no,no,cellular,2,aug,135,7,108,8,other,no
2575,38,unemployed,married,tertiary,no,2812,yes,no,cellular,30,apr,830,1,-1,0,unknown,yes
2576,40,housemaid,divorced,primary,no,2610,yes,no,unknown,14,may,301,3,-1,0,unknown,no
2577,44,management,divorced,tertiary,no,2422,yes,no,cellular,21,jul,141,2,-1,0,unknown,no
2578,54,management,married,secondary,no,1394,yes,no,unknown,15,may,438,5,-1,0,unknown,no
2579,28,unemployed,married,secondary,no,431,yes,no,cellular,5,may,29,6,358,3,other,no
2580,27,entrepreneur,single,secondary,no,2,yes,no,cellular,17,jul,25,1,-1,0,unknown,no
2581,36,blue-collar,married,secondary,no,306,no,no,cellular,31,jul,43,3,-1,0,unknown,no
2582,40,blue-collar,married,secondary,no,-31,yes,no,unknown,14,may,117,4,-1,0,unknown,no
2583,59,entrepreneur,married,tertiary,no,712,yes,no,unknown,11,jun,109,1,-1,0,unknown,no
2584,51,entrepreneur,single,secondary,no,440,no,no,unknown,18,jun,392,1,-1,0,unknown,no
2585,47,management,single,tertiary,no,551,no,no,cellular,29,oct,124,1,-1,0,unknown,yes
2586,56,retired,married,primary,no,9367,no,no,telephone,13,nov,271,2,92,4,success,yes
2587,41,services,single,secondary,no,397,yes,no,unknown,20,may,19,15,-1,0,unknown,no
2588,29,student,single,secondary,no,1377,yes,no,cellular,3,aug,248,1,446,2,success,yes
2589,28,blue-collar,married,secondary,no,723,yes,yes,unknown,5,may,262,1,-1,0,unknown,no
2590,50,admin.,married,secondary,no,3608,yes,no,cellular,13,nov,176,2,197,2,success,yes
2591,25,management,single,tertiary,no,295,no,no,cellular,5,jun,169,1,-1,0,unknown,no
2592,25,technician,single,secondary,no,325,no,no,cellular,22,oct,716,3,-1,0,unknown,yes
2593,30,unemployed,single,secondary,no,-306,yes,no,unknown,3,jun,275,1,-1,0,unknown,no
2594,27,services,single,secondary,no,0,no,no,cellular,1,jun,181,1,-1,0,unknown,no
2595,32,blue-collar,single,secondary,no,435,yes,no,unknown,21,may,373,2,-1,0,unknown,no
2596,50,management,divorced,tertiary,no,704,yes,no,unknown,8,may,233,2,-1,0,unknown,no
2597,52,services,married,secondary,no,1579,no,yes,cellular,12,aug,158,2,-1,0,unknown,no
2598,32,entrepreneur,married,secondary,no,390,no,no,cellular,30,nov,152,1,-1,0,unknown,no
2599,48,blue-collar,married,secondary,no,0,no,no,cellular,29,jul,215,6,-1,0,unknown,no
